NAME                                                                          VERSION                                      TYPE      
github.com/containerd/log                                                     v0.1.0                                       go-module  
github.com/containerd/nri                                                     v0.1.1                                       go-module  
github.com/containerd/nydus-snapshotter                                       v0.8.2                                       go-module  
github.com/containerd/stargz-snapshotter/estargz                              v0.14.3                                      go-module  
github.com/containerd/ttrpc                                                   v1.1.2                                       go-module  
github.com/containerd/ttrpc                                                   v1.2.2                                       go-module  
github.com/containerd/typeurl                                                 v1.0.2                                       go-module  
github.com/containerd/typeurl/v2                                              v2.1.1                                       go-module  
github.com/containerd/zfs                                                     v1.1.0                                       go-module  
github.com/containernetworking/cni                                            v1.1.1                                       go-module  
github.com/containernetworking/cni                                            v1.1.2                                       go-module  
github.com/containernetworking/plugins                                        v1.1.1                                       go-module  
github.com/containers/ocicrypt                                                v1.1.3                                       go-module  
github.com/coreos/go-systemd                                                  v0.0.0-20180511133405-39ca1b05acc7           go-module  
github.com/coreos/go-systemd/v22                                              v22.3.2                                      go-module  
github.com/coreos/go-systemd/v22                                              v22.5.0                                      go-module  
github.com/cpuguy83/go-md2man/v2                                              v2.0.0                                       go-module  
github.com/cpuguy83/go-md2man/v2                                              v2.0.0-20190314233015-f79a8a8ca69d           go-module  
github.com/cyphar/filepath-securejoin                                         v0.2.4                                       go-module  
github.com/davecgh/go-spew                                                    v1.1.1                                       go-module  
github.com/deckarep/golang-set/v2                                             v2.3.0                                       go-module  
github.com/dimchansky/utfbom                                                  v1.1.1                                       go-module  
github.com/distribution/reference                                             v0.5.0                                       go-module  
github.com/docker/buildx                                                      (devel)                                      go-module  
github.com/docker/cli                                                         v24.0.5+incompatible                         go-module  
github.com/docker/cli-docs-tool                                               v0.6.0                                       go-module  
github.com/docker/cli/cmd/docker                                              v25.0.1                                      go-module  
github.com/docker/distribution                                                v2.8.2+incompatible                          go-module  
github.com/docker/distribution                                                v2.8.3+incompatible                          go-module  
github.com/docker/docker                                                      v24.0.5+incompatible                         go-module  
github.com/docker/docker                                                      v25.0.1                                      go-module  
github.com/docker/docker-credential-helpers                                   v0.7.0                                       go-module  
github.com/docker/go                                                          v1.5.1-1.0.20160303222718-d30aec9fd63c       go-module  
github.com/docker/go-connections                                              v0.4.0                                       go-module  
github.com/docker/go-connections                                              v0.5.0                                       go-module  
github.com/docker/go-events                                                   v0.0.0-20190806004212-e31b211e4f1c           go-module  
github.com/docker/go-metrics                                                  v0.0.1                                       go-module  
github.com/docker/go-units                                                    v0.4.0                                       go-module  
github.com/docker/go-units                                                    v0.5.0                                       go-module  
github.com/docker/libtrust                                                    v0.0.0-20150526203908-9cbd2a1374f4           go-module  
github.com/dustin/go-humanize                                                 v1.0.0                                       go-module  
github.com/emicklei/go-restful                                                v2.16.0+incompatible                         go-module  
github.com/emicklei/go-restful/v3                                             v3.10.1                                      go-module  
github.com/felixge/httpsnoop                                                  v1.0.3                                       go-module  
github.com/felixge/httpsnoop                                                  v1.0.4                                       go-module  
github.com/fernet/fernet-go                                                   v0.0.0-20211208181803-9f70042a33ee           go-module  
github.com/fluent/fluent-logger-golang                                        v1.9.0                                       go-module  
github.com/fsnotify/fsnotify                                                  v1.4.9                                       go-module  
github.com/fsnotify/fsnotify                                                  v1.6.0                                       go-module  
github.com/fvbommel/sortorder                                                 v1.0.1                                       go-module  
github.com/go-logr/logr                                                       v1.2.3                                       go-module  
github.com/go-logr/logr                                                       v1.2.4                                       go-module  
github.com/go-logr/logr                                                       v1.3.0                                       go-module  
github.com/go-logr/stdr                                                       v1.2.2                                       go-module  
github.com/go-openapi/jsonpointer                                             v0.19.5                                      go-module  
github.com/go-openapi/jsonreference                                           v0.20.0                                      go-module  
github.com/go-openapi/swag                                                    v0.19.14                                     go-module  
github.com/godbus/dbus                                                        v0.0.0-20190726142602-4481cbc300e2           go-module  
github.com/godbus/dbus/v5                                                     v5.0.6                                       go-module  
github.com/godbus/dbus/v5                                                     v5.1.0                                       go-module  
github.com/gofrs/flock                                                        v0.8.1                                       go-module  
github.com/gogo/googleapis                                                    v1.3.2                                       go-module  
github.com/gogo/googleapis                                                    v1.4.1                                       go-module  
github.com/gogo/protobuf                                                      v1.3.2                                       go-module  
github.com/golang-jwt/jwt/v4                                                  v4.4.2                                       go-module  
github.com/golang/gddo                                                        v0.0.0-20190904175337-72a348e765d2           go-module  
github.com/golang/groupcache                                                  v0.0.0-20210331224755-41bb18bfe9da           go-module  
github.com/golang/protobuf                                                    v1.5.3                                       go-module  
github.com/google/btree                                                       v1.1.2                                       go-module  
github.com/google/certificate-transparency-go                                 v1.1.4                                       go-module  
github.com/google/gnostic                                                     v0.5.7-v3refs                                go-module  
github.com/google/go-cmp                                                      v0.5.9                                       go-module  
github.com/google/go-cmp                                                      v0.6.0                                       go-module  
github.com/google/gofuzz                                                      v1.2.0                                       go-module  
github.com/google/s2a-go                                                      v0.1.4                                       go-module  
github.com/google/shlex                                                       v0.0.0-20191202100458-e7afc7fbc510           go-module  
github.com/google/uuid                                                        v1.3.0                                       go-module  
github.com/google/uuid                                                        v1.3.1                                       go-module  
github.com/google/uuid                                                        v1.5.0                                       go-module  
github.com/googleapis/enterprise-certificate-proxy                            v0.2.3                                       go-module  
github.com/googleapis/gax-go/v2                                               v2.11.0                                      go-module  
github.com/gorilla/mux                                                        v1.7.4-0.20190701202633-d83b6ffe499a         go-module  
github.com/gorilla/mux                                                        v1.8.0                                       go-module  
github.com/gorilla/mux                                                        v1.8.1                                       go-module  
github.com/grpc-ecosystem/go-grpc-middleware                                  v1.3.0                                       go-module  
github.com/grpc-ecosystem/go-grpc-prometheus                                  v1.2.0                                       go-module  
github.com/grpc-ecosystem/grpc-gateway                                        v1.16.0                                      go-module  
github.com/grpc-ecosystem/grpc-gateway/v2                                     v2.11.3                                      go-module  
github.com/grpc-ecosystem/grpc-gateway/v2                                     v2.16.0                                      go-module  
github.com/gvalkov/golang-evdev                                               v0.0.0-20191114124502-287e62b94bcb           go-module  
github.com/hashicorp/errwrap                                                  v1.1.0                                       go-module  
github.com/hashicorp/go-cleanhttp                                             v0.5.2                                       go-module  
github.com/hashicorp/go-cty-funcs                                             v0.0.0-20230405223818-a090f58aa992           go-module  
github.com/hashicorp/go-immutable-radix                                       v1.3.1                                       go-module  
github.com/hashicorp/go-memdb                                                 v1.3.2                                       go-module  
github.com/hashicorp/go-msgpack                                               v0.5.5                                       go-module  
github.com/hashicorp/go-multierror                                            v1.1.1                                       go-module  
github.com/hashicorp/go-sockaddr                                              v1.0.2                                       go-module  
github.com/hashicorp/golang-lru                                               v0.5.4                                       go-module  
github.com/hashicorp/hcl/v2                                                   v2.19.1                                      go-module  
github.com/hashicorp/memberlist                                               v0.4.0                                       go-module  
github.com/hashicorp/serf                                                     v0.8.5                                       go-module  
github.com/imdario/mergo                                                      v0.3.16                                      go-module  
github.com/in-toto/in-toto-golang                                             v0.5.0                                       go-module  
github.com/intel/goresctrl                                                    v0.2.0                                       go-module  
github.com/ishidawataru/sctp                                                  v0.0.0-20230406120618-7ff4192f6ff2           go-module  
github.com/jessevdk/go-flags                                                  v1.5.1-0.20210607101731-3927b71304df         go-module  
github.com/jmoiron/sqlx                                                       v1.3.3                                       go-module  
github.com/josharian/intern                                                   v1.0.0                                       go-module  
github.com/json-iterator/go                                                   v1.1.12                                      go-module  
github.com/juju/ratelimit                                                     v1.0.1                                       go-module  
github.com/klauspost/compress                                                 v1.15.9                                      go-module  
github.com/klauspost/compress                                                 v1.16.3                                      go-module  
github.com/klauspost/compress                                                 v1.17.4                                      go-module  
github.com/mailru/easyjson                                                    v0.7.6                                       go-module  
github.com/mattn/go-shellwords                                                v1.0.12                                      go-module  
github.com/matttproud/golang_protobuf_extensions                              v1.0.4                                       go-module  
github.com/miekg/dns                                                          v1.1.43                                      go-module  
github.com/miekg/pkcs11                                                       v1.1.1                                       go-module  
github.com/mistifyio/go-zfs/v3                                                v3.0.1                                       go-module  
github.com/mitchellh/copystructure                                            v1.2.0                                       go-module  
github.com/mitchellh/go-wordwrap                                              v0.0.0-20150314170334-ad45545899c7           go-module  
github.com/mitchellh/hashstructure/v2                                         v2.0.2                                       go-module  
github.com/mitchellh/mapstructure                                             v1.5.0                                       go-module  
github.com/mitchellh/reflectwalk                                              v1.0.2                                       go-module  
github.com/moby/buildkit                                                      v0.12.5-0.20231208203051-3b6880d2a00f        go-module  
github.com/moby/buildkit                                                      v0.13.0-beta1.0.20231023114302-d5c1d785b042  go-module  
github.com/moby/ipvs                                                          v1.1.0                                       go-module  
github.com/moby/locker                                                        v1.0.1                                       go-module  
github.com/moby/patternmatcher                                                v0.6.0                                       go-module  
github.com/moby/pubsub                                                        v1.0.0                                       go-module  
github.com/moby/spdystream                                                    v0.2.0                                       go-module  
github.com/moby/swarmkit/v2                                                   v2.0.0-20230911190601-f082dd7a0cee           go-module  
github.com/moby/sys/mount                                                     v0.3.3                                       go-module  
github.com/moby/sys/mountinfo                                                 v0.5.0                                       go-module  
github.com/moby/sys/mountinfo                                                 v0.6.2                                       go-module  
github.com/moby/sys/mountinfo                                                 v0.7.1                                       go-module  
github.com/moby/sys/sequential                                                v0.5.0                                       go-module  
github.com/moby/sys/signal                                                    v0.6.0                                       go-module  
github.com/moby/sys/signal                                                    v0.7.0                                       go-module  
github.com/moby/sys/symlink                                                   v0.2.0                                       go-module  
github.com/moby/sys/user                                                      v0.1.0                                       go-module  
github.com/moby/term                                                          v0.5.0                                       go-module  
github.com/modern-go/concurrent                                               v0.0.0-20180306012644-bacd9c7ef1dd           go-module  
github.com/modern-go/reflect2                                                 v1.0.2                                       go-module  
github.com/morikuni/aec                                                       v1.0.0                                       go-module  
github.com/mrunalp/fileutils                                                  v0.5.1                                       go-module  
github.com/munnerz/goautoneg                                                  v0.0.0-20191010083416-a7dc8b61c822           go-module  
github.com/mvo5/goconfigparser                                                v0.0.0-20200803085309-72e476556adb           go-module  
github.com/opencontainers/go-digest                                           v1.0.0                                       go-module  
github.com/opencontainers/image-spec                                          v1.1.0-rc2.0.20221005185240-3a7f492d3f1b     go-module  
github.com/opencontainers/image-spec                                          v1.1.0-rc5                                   go-module  
github.com/opencontainers/runc                                                v0.0.0-20240123131248-51d5e94601ce           go-module  
github.com/opencontainers/runc                                                v1.1.11                                      go-module  
github.com/opencontainers/runc                                                v1.1.9                                       go-module  
github.com/opencontainers/runtime-spec                                        v1.0.3-0.20210326190908-1c3f411f0417         go-module  
github.com/opencontainers/runtime-spec                                        v1.1.0                                       go-module  
github.com/opencontainers/runtime-tools                                       v0.9.1-0.20221107090550-2e043c6bd626         go-module  
github.com/opencontainers/selinux                                             v1.10.0                                      go-module  
github.com/opencontainers/selinux                                             v1.10.1                                      go-module  
github.com/opencontainers/selinux                                             v1.11.0                                      go-module  
github.com/package-url/packageurl-go                                          v0.1.1-0.20220428063043-89078438f170         go-module  
github.com/pelletier/go-toml                                                  v1.9.5                                       go-module  
github.com/philhofer/fwd                                                      v1.1.2                                       go-module  
github.com/pkg/errors                                                         v0.9.1                                       go-module  
github.com/pmezard/go-difflib                                                 v1.0.0                                       go-module  
github.com/prometheus/client_golang                                           v1.11.1                                      go-module  
github.com/prometheus/client_golang                                           v1.14.0                                      go-module  
github.com/prometheus/client_model                                            v0.2.0                                       go-module  
github.com/prometheus/client_model                                            v0.3.0                                       go-module  
github.com/prometheus/common                                                  v0.30.0                                      go-module  
github.com/prometheus/common                                                  v0.42.0                                      go-module  
github.com/prometheus/procfs                                                  v0.7.3                                       go-module  
github.com/prometheus/procfs                                                  v0.9.0                                       go-module  
github.com/rootless-containers/rootlesskit/v2                                 v2.0.0                                       go-module  
github.com/russross/blackfriday/v2                                            v2.0.1                                       go-module  
github.com/sean-/seed                                                         v0.0.0-20170313163322-e2103e2c3529           go-module  
github.com/seccomp/libseccomp-golang                                          v0.9.2-0.20220502022130-f33da4d89646         go-module  
github.com/secure-systems-lab/go-securesystemslib                             v0.4.0                                       go-module  
github.com/serialx/hashring                                                   v0.0.0-20190422032157-8b2912629002           go-module  
github.com/shibumi/go-pathspec                                                v1.3.0                                       go-module  
github.com/shurcooL/sanitized_anchor_name                                     v1.0.0                                       go-module  
github.com/sirupsen/logrus                                                    v1.8.1                                       go-module  
github.com/sirupsen/logrus                                                    v1.9.3                                       go-module  
github.com/snapcore/bolt                                                      v1.3.2-0.20210908134111-63c8bfcf7af8         go-module  
